split,stratifier,stratum,metric,n_complexes,mean,ci95_low,ci95_high
split2028,rna_length_quartile,Q2,auprc,22,0.07810198575566182,0.05778220945893035,0.10063255672688702
split2028,rna_length_quartile,Q2,auroc,22,0.5547301749181923,0.45800509663926203,0.6486266417599115
split2028,rna_length_quartile,Q2,mcc,22,-0.03194067752421449,-0.05961586083930233,0.012080767441249963
split2028,rna_length_quartile,Q2,f1,22,0.027361275088547812,0.002272727272727273,0.0687802538370719
split2028,rna_length_quartile,Q2,p_at_5,22,0.009090909090909092,0.0,0.02727272727272728
split2028,rna_length_quartile,Q2,p_at_10,22,0.004545454545454546,0.0,0.01363636363636364
split2028,rna_length_quartile,Q2,p_at_nc,22,0.021603396603396594,0.0034965034965034956,0.044580419580419556
split2028,rna_length_quartile,Q3,auprc,16,0.08970541004054072,0.05075744659993742,0.13293215286791735
split2028,rna_length_quartile,Q3,auroc,16,0.5950057882903484,0.5064770961623488,0.6764580936572467
split2028,rna_length_quartile,Q3,mcc,16,0.07641066937740738,0.017034173384804216,0.14047406244410274
split2028,rna_length_quartile,Q3,f1,16,0.09509192909380633,0.040615000182364476,0.15347264596449572
split2028,rna_length_quartile,Q3,p_at_5,16,0.2125,0.05,0.4
split2028,rna_length_quartile,Q3,p_at_10,16,0.1125,0.03125,0.20625
split2028,rna_length_quartile,Q3,p_at_nc,16,0.11615628037675221,0.04854664048125093,0.18960059470682022
split2028,rna_length_quartile,Q4,auprc,16,0.027903589520854158,0.008865813846265952,0.054985138124326136
split2028,rna_length_quartile,Q4,auroc,16,0.6578539156560825,0.5774922311056915,0.7342710450819562
split2028,rna_length_quartile,Q4,mcc,16,0.001226805600263732,-0.014517162980413426,0.023301440466816016
split2028,rna_length_quartile,Q4,f1,16,0.013001437744462161,0.0,0.031834252157238715
split2028,rna_length_quartile,Q4,p_at_5,16,0.075,0.0,0.1875
split2028,rna_length_quartile,Q4,p_at_10,16,0.06875,0.0,0.175
split2028,rna_length_quartile,Q4,p_at_nc,16,0.02866900285378545,0.0,0.06774068322981364
split2026,ligand_atoms_quartile,Q1,auprc,18,0.13203463166218943,0.08520155159705797,0.1868563770191026
split2026,ligand_atoms_quartile,Q1,auroc,18,0.5658353921753119,0.48112768286276486,0.6488817326338493
split2026,ligand_atoms_quartile,Q1,mcc,18,-0.010231648857109393,-0.055466915621783804,0.04668418419686822
split2026,ligand_atoms_quartile,Q1,f1,18,0.05160625553132272,0.014730270217539742,0.1019655659281591
split2026,ligand_atoms_quartile,Q1,p_at_5,18,0.07777777777777778,0.011111111111111112,0.17777777777777778
split2026,ligand_atoms_quartile,Q1,p_at_10,18,0.1111111111111111,0.03888888888888889,0.2
split2026,ligand_atoms_quartile,Q1,p_at_nc,18,0.10734001917787446,0.04595834529620059,0.17712099908118958
split2026,ligand_atoms_quartile,Q2,auprc,25,0.13401408792761074,0.058238697808742995,0.23184331250885462
split2026,ligand_atoms_quartile,Q2,auroc,25,0.6330793096772637,0.5402969871275989,0.7216944092644954
split2026,ligand_atoms_quartile,Q2,mcc,25,0.023635609318976333,-0.03098194421066742,0.06999451965392964
split2026,ligand_atoms_quartile,Q2,f1,25,0.06134271732112346,0.035747571048088164,0.0911695693460043
split2026,ligand_atoms_quartile,Q2,p_at_5,25,0.136,0.032,0.272
split2026,ligand_atoms_quartile,Q2,p_at_10,25,0.12400000000000003,0.032,0.248
split2026,ligand_atoms_quartile,Q2,p_at_nc,25,0.1023034623034623,0.02813852813852814,0.19524073674073672
split2026,ligand_atoms_quartile,Q3,auprc,17,0.03312070564321245,0.016793197611821454,0.05243770843352575
split2026,ligand_atoms_quartile,Q3,auroc,17,0.5488052387550949,0.4273247045240097,0.6546267435386901
split2026,ligand_atoms_quartile,Q3,mcc,17,-0.007406694845254811,-0.02546877322499254,0.012455526360981855
split2026,ligand_atoms_quartile,Q3,f1,17,0.011657611488273467,0.002683963319167971,0.022444765900570485
split2026,ligand_atoms_quartile,Q3,p_at_5,17,0.0,0.0,0.0
split2026,ligand_atoms_quartile,Q3,p_at_10,17,0.0,0.0,0.0
split2026,ligand_atoms_quartile,Q3,p_at_nc,17,0.017093515037593977,0.0,0.04570018796992479
split2026,ligand_atoms_quartile,Q4,auprc,2,0.1935772291555814,0.0619315477867823,0.3252229105243805
