cutoff_angstrom,splits,macro_auprc_mean,macro_auprc_sd,macro_auprc_ci95_low,macro_auprc_ci95_high,macro_auroc_mean,macro_auroc_sd,macro_auroc_ci95_low,macro_auroc_ci95_high,macro_mcc_mean,macro_mcc_sd,macro_mcc_ci95_low,macro_mcc_ci95_high,macro_f1_mean,macro_f1_sd,macro_f1_ci95_low,macro_f1_ci95_high,macro_precision_mean,macro_precision_sd,macro_precision_ci95_low,macro_precision_ci95_high,macro_recall_mean,macro_recall_sd,macro_recall_ci95_low,macro_recall_ci95_high,macro_p_at_5_mean,macro_p_at_5_sd,macro_p_at_5_ci95_low,macro_p_at_5_ci95_high,macro_r_at_5_mean,macro_r_at_5_sd,macro_r_at_5_ci95_low,macro_r_at_5_ci95_high,macro_p_at_10_mean,macro_p_at_10_sd,macro_p_at_10_ci95_low,macro_p_at_10_ci95_high,macro_r_at_10_mean,macro_r_at_10_sd,macro_r_at_10_ci95_low,macro_r_at_10_ci95_high,macro_p_at_nc_mean,macro_p_at_nc_sd,macro_p_at_nc_ci95_low,macro_p_at_nc_ci95_high,macro_density_mean,macro_density_sd,macro_density_ci95_low,macro_density_ci95_high,auprc_over_density_mean,auprc_over_density_sd,auprc_over_density_ci95_low,auprc_over_density_ci95_high,p_at_5_over_density_mean,p_at_5_over_density_sd,p_at_5_over_density_ci95_low,p_at_5_over_density_ci95_high,p_at_10_over_density_mean,p_at_10_over_density_sd,p_at_10_over_density_ci95_low,p_at_10_over_density_ci95_high,p_at_nc_over_density_mean,p_at_nc_over_density_sd,p_at_nc_over_density_ci95_low,p_at_nc_over_density_ci95_high,fixed_0.5_mcc_mean,fixed_0.5_mcc_sd,fixed_0.5_mcc_ci95_low,fixed_0.5_mcc_ci95_high,fixed_0.5_f1_mean,fixed_0.5_f1_sd,fixed_0.5_f1_ci95_low,fixed_0.5_f1_ci95_high
4.0,3,0.08223111370099363,0.023175339860494096,0.024660377970909614,0.13980184943107765,0.5707580887715406,0.028090609441589507,0.5009771465116382,0.6405390310314429,0.012005032649301292,0.00262395521302722,0.005486766550676504,0.01852329874792608,0.053379749647595426,0.011097116315751374,0.025812984515957555,0.0809465147792333,0.03736418588092464,0.00491273092768129,0.025160285715789363,0.04956808604605992,0.16468461846121948,0.06183731607554523,0.011072209604532673,0.3182970273179063,0.06495144998370805,0.02909455099007718,-0.007323421337185568,0.13722632130460166,0.014152878728608492,0.009295503797622423,-0.008938432804783776,0.03724419026200076,0.06025806451612903,0.032620097480317106,-0.020774749795698627,0.14129087882795668,0.026050537206593186,0.01941875871273385,-0.022188333627089267,0.07428940804027565,0.05714638163279073,0.025439211314354313,-0.0060481225503825065,0.12034088581596397,0.04172393576128702,0.005141541861151803,0.02895163772745685,0.0544962337951172,1.951681589811031,0.3356549283618972,1.1178685241323865,2.7854946554896753,1.5577626360845553,0.67993018541819,-0.13127757887016478,3.2468028510392752,1.4103889274033568,0.6120780534019237,-0.11009724758709405,2.9308751023938076,1.3411141610490687,0.4388859858896086,0.2508609323419686,2.4313673897561685,-0.0033994657886806264,0.005023430511114809,-0.015878358963698158,0.009079427386336904,0.0037724285869447163,0.0065340379805135145,-0.012459021570457873,0.020003878744347305
