cutoff_angstrom,split,selected_epoch,validation_selected_threshold,test_complexes,macro_auprc,macro_auroc,macro_mcc,macro_f1,macro_precision,macro_recall,macro_p_at_5,macro_r_at_5,macro_p_at_10,macro_r_at_10,macro_p_at_nc,macro_density,fixed_0.5_mcc,fixed_0.5_f1,auprc_over_density,p_at_5_over_density,p_at_10_over_density,p_at_nc_over_density
3.5,split2026,8,0.39999999999999997,62,0.07531683052153794,0.6370627084896758,0.006750734444922587,0.00867546432062561,0.013391984359726295,0.006423683843038682,0.05806451612903226,0.027035123346598758,0.054838709677419356,0.043269009999964685,0.056510670300448505,0.02763431825789334,0.0,0.0,2.725481765775958,2.101174184474299,1.9844422853368375,2.0449453383677034
4.0,split2026,8,0.39999999999999997,62,0.10891903797888924,0.5934872995723324,0.008976222706442267,0.046521862212533606,0.03489288581931617,0.19099487554315078,0.08709677419354839,0.024547746678894217,0.0967741935483871,0.04846592275109242,0.08639911476283048,0.04720674399117071,0.0,0.0,2.3072770703961463,1.8450070229338098,2.050007803259789,1.8302282144049185
4.5,split2026,6,0.39999999999999997,62,0.12107172583643236,0.6329675335560886,0.02053288500647825,0.07284986486381965,0.06481341417496546,0.13284793074529322,0.12580645161290321,0.019727226152327356,0.1225806451612903,0.038342939395978125,0.08610484453012213,0.061609942749524575,0.0,0.0,1.965132906041641,2.0419829332478,1.9896243964978562,1.3975803366703594
5.0,split2026,12,0.25,62,0.13940503274347713,0.5185326301481098,-0.06825457488717926,0.1176288283670162,0.07224167152231116,0.7108004196675708,0.14516129032258066,0.022078452434226493,0.12903225806451613,0.036208487990587866,0.10436438270667887,0.07627112161744425,0.0466256441841522,0.06863888867557048,1.8277564271664426,1.9032274240133935,1.6917577102341272,1.3683341806633313
