cutoff_angstrom,split,selected_epoch,validation_selected_threshold,test_complexes,macro_auprc,macro_auroc,macro_mcc,macro_f1,macro_precision,macro_recall,macro_p_at_5,macro_r_at_5,macro_p_at_10,macro_r_at_10,macro_p_at_nc,macro_density,fixed_0.5_mcc,fixed_0.5_f1,auprc_over_density,p_at_5_over_density,p_at_10_over_density,p_at_nc_over_density
4.0,split2026,8,0.39999999999999997,62,0.10891903797888924,0.5934872995723324,0.008976222706442267,0.046521862212533606,0.03489288581931617,0.19099487554315078,0.08709677419354839,0.024547746678894217,0.0967741935483871,0.04846592275109242,0.08639911476283048,0.04720674399117071,0.0,0.0,2.3072770703961463,1.8450070229338098,2.050007803259789,1.8302282144049185
4.0,split2027,15,0.35,50,0.06718057576461145,0.5393530349959262,0.013589249564561727,0.06618275467660341,0.04302187527970342,0.20901584863811745,0.032,0.0066388888888888895,0.033999999999999996,0.014341787439613528,0.04020448583811755,0.040954729188610185,-0.009169527707030141,0.011317285760834149,1.6403618604147643,0.7813505456873937,0.8301849547928557,0.9816811546466951
4.0,split2028,9,0.39999999999999997,66,0.07059372735948019,0.579433931746363,0.013449625676899883,0.04743463205364926,0.03417779654375432,0.09404313120239016,0.07575757575757576,0.011272000618042372,0.049999999999999996,0.015343901429073617,0.04483554429742417,0.037010334104080174,-0.001028869659011737,0.0,1.9074058386221822,2.046930339632463,1.3509740241574255,1.2114331140955927
